path	bucket	pin_hash	fork_hash
app/src/ai/agent_sdk/agent_message.rs	FORK-ONLY	-	ec8bca549e62f54fdb73c06200fe956aca76312b
app/src/ai/agent_sdk/common.rs	DIFFERS	60389741084dd211838ef36b77c056451e8ad79a	c60228762f642681d5f212fd5cac5281eaba8f23
app/src/ai/agent_sdk/config_file.rs	DIFFERS	efae4d4e742c63ef965d5bad7f647a8ea9ca0c41	bd33097cc3ced3d1fc502b2096fc644a31f99d8c
app/src/ai/agent_sdk/config_file_tests.rs	DIFFERS	7c9795b4d72f6d086369a6dd51f0977fc77b86d3	c8c0f9d979cab25ca3afd25f9e4f31aea5728852
app/src/ai/agent_sdk/driver/harness/claude_code/parent_bridge.rs	DIFFERS	05c3c8e7a82c40d1d7e5434a96c77da822ecba34	a14a00e6102feecb992ba2c6ac181fef991e3d19
app/src/ai/agent_sdk/driver/harness/claude_code.rs	DIFFERS	a31f84863d18170ee6df4b346299ecdd8fec4423	507236b2856f9443c1493ed141194ae9d70613b4
app/src/ai/agent_sdk/driver/harness/claude_code_tests.rs	DIFFERS	896d090a6cedcd86c0c39d28806835b188962bfa	63e68948fd71eeb4b34ed71fa9c2a792b62209fd
app/src/ai/agent_sdk/driver/harness/claude_transcript.rs	DIFFERS	0ec2ba8214da267a20a7578ecd72a4009ea12633	a6cdd442e670787bf1e634e1058160f187bd5cc1
app/src/ai/agent_sdk/driver/harness/claude_transcript_tests.rs	IDENTICAL	9edb3623a26265938706eb1eecf69d2a38866c59	9edb3623a26265938706eb1eecf69d2a38866c59
app/src/ai/agent_sdk/driver/harness/codex.rs	DIFFERS	6025e87265179e23e99067d198e4c2a742aa6662	70b9e3c8363cafd75b0dd03941e3273689da3aeb
app/src/ai/agent_sdk/driver/harness/codex_tests.rs	DIFFERS	108e88bc5be5408f30825c735063b6c096cff793	10230bc922eb1be0dc96b32feb06f47212157622
app/src/ai/agent_sdk/driver/harness/codex_transcript.rs	DIFFERS	5b97fb27c92c0b354b5dfdf540afc3effe193cdf	78710a864326e96e1215c5efda64e4131867752a
app/src/ai/agent_sdk/driver/harness/codex_transcript_tests.rs	DIFFERS	f3eb06cdf23cc35dd2ed05b743993a9a864ca43c	f21d74254ac6c7dc8a7d227cc5d9f8d30feb903e
app/src/ai/agent_sdk/driver/harness/gemini.rs	DIFFERS	7f11f4333ee86eae9fe446d2f57585d7adcb24ed	267461f6addc9e2990f9250ae9566e80932c090d
app/src/ai/agent_sdk/driver/harness/gemini_tests.rs	IDENTICAL	2174d4c7c15e86f052ada9d0186da271fb4de035	2174d4c7c15e86f052ada9d0186da271fb4de035
app/src/ai/agent_sdk/driver/harness/json_utils.rs	IDENTICAL	5385efd8c6076be62a91cb06dd4fe267c8f03d23	5385efd8c6076be62a91cb06dd4fe267c8f03d23
app/src/ai/agent_sdk/driver/harness/mod.rs	DIFFERS	225f31f06e5f81dabda9d6126f390504c763c862	63d6137ea183a512cd4d3d025454cc5d3fda88e6
app/src/ai/agent_sdk/driver/harness/mod_test.rs	FORK-ONLY	-	a7f3caf77c6c0351f300dff068e37419aec2ddf5
app/src/ai/agent_sdk/driver/harness_output_monitor.rs	DIFFERS	63fb211318b1a289521307faa7596dd08ad3a657	fa980d989931d513ef3facdc21b548ca84143fc1
app/src/ai/agent_sdk/driver/harness_output_monitor_tests.rs	IDENTICAL	1e72af97c9f838c0f98ba9036048b2fd17b55577	1e72af97c9f838c0f98ba9036048b2fd17b55577
app/src/ai/agent_sdk/driver/output.rs	DIFFERS	86b98edac258f052c2f9fe559a46b6e923a464a5	271d3c727e4244200f4a5349dfe5cd9c34f841a7
app/src/ai/agent_sdk/driver.rs	DIFFERS	6cb6ef0c3820fb247670917b777a9fc0ff5002d7	72f89fbd9fb3dd3e13e0e6e9ad886d229d011f0c
app/src/ai/agent_sdk/driver/terminal.rs	DIFFERS	ad224a2b1dfe1717bc3d82c8fb7632fbf223627f	5ee1147cd937d74010d138d6734c96b27c5c2999
app/src/ai/agent_sdk/driver/terminal_tests.rs	DIFFERS	94a8f1fa10d6a2dec525239cba4c8deeff4ba99a	4a38b98a0d2e46ed33a9fd37853dcbf919cbe15d
app/src/ai/agent_sdk/driver_tests.rs	DIFFERS	d8bc993e431fcd9d552a1b651d5286e522b405cb	65d2653ceeb69ead8d7ef27dc87f7e331917154a
app/src/ai/agent_sdk/mcp_config.rs	DIFFERS	8e43f215db1adb20ab6480d85c04b3702b06be60	0ad536c6857eaaad5186c3823d9746f4cc1680a8
app/src/ai/agent_sdk/mcp_config_tests.rs	DIFFERS	2655c3a1460d420eb45d16f0a87ba8ea93a9cf1e	45336dd013e145ac7f8dfbdb8da8b9e3365d9f35
app/src/ai/agent_sdk/mcp.rs	DIFFERS	b60e76ffc291ff539e94baa85ccf3414b0ca5a6a	29310e101eb2c2ad7b167de9201680a83964f332
app/src/ai/agent_sdk/model.rs	DIFFERS	72e6d0a3b806e6dea26afa5a881252fb20f52ba2	074baf2d21fb9004b487f0685d798ea590eca9db
app/src/ai/agent_sdk/mod.rs	DIFFERS	46b297093f09ee472db1b193e67c2fc2c7cb1c56	0e0a78f2e2ba89b0bd268634a2d0ad15a5316ed9
app/src/ai/agent_sdk/output.rs	DIFFERS	9842715f4ef547438db9c28961ea43dc68f853bf	a0349951aec405cb121af4a481eb639c82714eaf
app/src/ai/agent_sdk/output_tests.rs	DIFFERS	f1bd36ac8c09f82fb917a02a4784e9ed4f4ce20d	7467a7799f069e6f0337d6de025a149c9f53820e
app/src/ai/agent_sdk/profiles.rs	DIFFERS	24f52dd718155edde4e67e3faf5cd30fd31800f8	8e580c4572c1ef21e6433e110e19605623cfbc4a
app/src/ai/agent_sdk/provider.rs	DIFFERS	0e07848519091a3ef4bd3636fd5a2795c99b49fb	5d5d4e2c6440a85018a68f556ffcea1b805284b5
app/src/ai/agent_sdk/test_support.rs	DIFFERS	936866fa084b2acf91dab4830a5da537eb4eed28	be568bc53431547b0692fba93fa8605cec428f12
app/src/ai/agent_sdk/text_layout.rs	IDENTICAL	fb3fdcef265af26fe8950a1929954ead673e1f70	fb3fdcef265af26fe8950a1929954ead673e1f70
app/src/ai/agent/suggestion_test.rs	FORK-ONLY	-	667fb88710ba7f57b497d6d87f4c52228f46ffff
app/src/ai/agent/task/helper.rs	DIFFERS	cbdab0d6007982ffe3d834fa1f861c8a0490de8f	2f2c195a91aea33c7ed06577768962c41638a4be
app/src/ai/agent/task.rs	DIFFERS	b018d8e2137beac40193c9ee3df5924dee4275b1	3cbf534cca76ad9685fefe1d593e34b5ac9a1ff2
app/src/ai/agent/task_store.rs	DIFFERS	9487f39c03aa6ee9e39aed44626f1a732dc1c62e	c77db73ad81570a7b0a3feb660f5ea5f78330599
app/src/ai/agent/task_store_tests.rs	DIFFERS	407ebeb09b66def9748014a64827b726924693e0	8a3e8ae405fd46b3c0163f5e52054e8c7f18f31b
app/src/ai/agent/task_tests.rs	IDENTICAL	2998298751646dc90ea8ffd38e5017c7cbd1f819	2998298751646dc90ea8ffd38e5017c7cbd1f819
app/src/ai/agent/task/transaction.rs	DIFFERS	d7eef79d1d55bfbb70b08424fc6f1c711e5ebac9	04542cce3bf269024f40ef48b9bd3336a6ed80d3
app/src/ai/agent/telemetry.rs	DIFFERS	97d03034663f31627147efb0b30a1c70d6060f8f	bee2763164a31981a9c8bf894b9a138de7866cb1
app/src/ai/agent_tips.rs	DIFFERS	0ad4d6e9907c826cebbfd841a5739dbc23b82d4e	b4e3149f5b7affdab736268241ee300f0cd6fdcc
app/src/ai/agent/todos/mod.rs	DIFFERS	5852a1f8f22efd4a72d1c5d95b2182919fa35ba1	6f3bf0855ba18df1aac692e211f3eedc0adbea93
app/src/ai/agent/todos/popup.rs	DIFFERS	68f394de08f532a6693badb8686c1eb11a76e2ac	b69dcd22478f81c9d053407029c18d7243ec48ce
app/src/ai/agent/util.rs	DIFFERS	98fda6424476bdf71045985c0e6f084158498b18	84ac141cab40cbb66467a6397b6de474c223dea7
app/src/ai/agent/util_tests.rs	IDENTICAL	f95c4fdad7e36a017bee42492045b2e7b22901a9	f95c4fdad7e36a017bee42492045b2e7b22901a9
app/src/ai/ai_document_view.rs	DIFFERS	96c9e306c8a5a9607b1e2347f0c8afc692af272b	af0b6eb81daf7be5e95edb6cd02c600ed15cd232
app/src/ai/ambient_agents/github_auth_notifier.rs	IDENTICAL	8fd972ab3a8841657c0db8a6e0ab449dc6589b78	8fd972ab3a8841657c0db8a6e0ab449dc6589b78
app/src/ai/ambient_agents/mod.rs	DIFFERS	3c51859c65ea790bd9d8c3b7a4f38c70e05fa845	21945d80d37e12d155d13cac87126612fe2a6d1e
app/src/ai/ambient_agents/spawn.rs	DIFFERS	21ba327154f53b89470ae1714fbc074d0580559f	fef3c35c6ac960e4510f13774dc39f0a674bdf76
app/src/ai/ambient_agents/task.rs	DIFFERS	63714476fc0879cda4841e11ae327b8584200975	8fe3b8d1c703c4f7ca50b2749bf69e937b9fe7f8
app/src/ai/ambient_agents/task_tests.rs	DIFFERS	45d2c21a1d360d6a11e72394065f1f53db12c74f	6371a273d9a206a8cef1eae2dd5b046d695ea007
app/src/ai/api_error.rs	FORK-ONLY	-	4507ec53c5ff065f034c87247546ca7ef67a3b40
app/src/ai/artifact_download.rs	DIFFERS	59533df33be897b7aec16fd73e013d6e3e07cdb9	8482d0c6b6e0ab22dc5ad435fb2548b84c70c3e0
app/src/ai/artifacts/buttons.rs	DIFFERS	50118ded40bec79578107f9e64103c90eae4fef1	274841415c2889e42fbc847710c99731d5ba01da
app/src/ai/artifacts/mod.rs	DIFFERS	19619cc0c73afba9ce4ba655f58a3ce2a711856c	90f75cc53fbcb99971c2c6cf31bdf1b3b78222ff
app/src/ai/artifacts/mod_tests.rs	DIFFERS	5eceebea07989f54cc1cf06b77428d33ec630beb	78bc6297ab9138bc736e0e8b9ec5fec3a7d89df2
app/src/ai_assistant/execution_context.rs	IDENTICAL	216efeb52e63926ae2684db33bfb0a88ddc79e9f	216efeb52e63926ae2684db33bfb0a88ddc79e9f
app/src/ai_assistant/mod.rs	DIFFERS	b2cf1e70bcd3a710f0267e962edb48c83bab1475	20fc12d1aca528231b4276f2fe9f08ac6ed057a3
app/src/ai_assistant/panel.rs	DIFFERS	5d802b40156291b57d12e4451e4a6529fe68b912	bde67945e1886a91138af0f6ecbc82f5edf913f2
app/src/ai_assistant/panel_tests.rs	FORK-ONLY	-	181790d1adcc4e7b1f14ff6abba4f3eeb837393f
app/src/ai_assistant/requests.rs	DIFFERS	3fe94a6d068f313e8dfb5d426f0c081efe7a3481	90222b36505ff52c0b534210400874ff6687622f
app/src/ai_assistant/test_util.rs	DIFFERS	5e1abb39dbd8a39907eb8a1bb26562096c219e28	0edf97f9d949cb2782cbd74cdfeca366ebd1828d
app/src/ai_assistant/transcript.rs	DIFFERS	48a8cdaa65661f71131fa0243f5b562919fbfc7e	9f1cf190afa058d4941359955385c02c3768c39b
app/src/ai_assistant/transcript_tests.rs	DIFFERS	9bac6b0289c0020baa18cbd2ec2ccdd37d1d05b9	2a485f25ce5d2f4a2131f2458a1aa98297920a13
app/src/ai_assistant/utils.rs	DIFFERS	7648df2af7acaf6fbe1c3ae958843929dab04183	f2ceb635855fd4709e9d119ab87b534614da575b
app/src/ai_assistant/utils_tests.rs	DIFFERS	fca13f3f35269030d9749a848e0fefef71fc86fd	268daf067e5f56eb17f556b8d0017de36e8da8c5
app/src/ai/attachment_utils.rs	DIFFERS	d45428c709ab1f46d9de07351c7b926115b0f242	3ac24ea64fc763a38ab7c247501bf40677e7291a
app/src/ai/aws_credentials.rs	DIFFERS	3f7b00eb8c6a34994dfdcbd51333596005c3916c	3ab3fe1bbdc448992d62684c1860afd8a184cd0e
app/src/ai/aws_credentials_tests.rs	IDENTICAL	e33dc7fe40a0bf8668aec04fa6e5b34a75365fd7	e33dc7fe40a0bf8668aec04fa6e5b34a75365fd7
app/src/ai/block_context.rs	IDENTICAL	bbf3ad6a4ad00bb4764e6b21fd4ea5356d0dd378	bbf3ad6a4ad00bb4764e6b21fd4ea5356d0dd378
app/src/ai/block_context_tests.rs	DIFFERS	df7c85534a728c860d5410ba3bf9746a5fe6a454	a1c8c7c9644ef960425016315fe75905e7735bba
app/src/ai/blocklist/action_model/execute/ask_user_question.rs	DIFFERS	82298c072bc0b15ac33014da53a8fb1c954ec2b6	f4807d65c3d7dbd2d3b07739c78ee68c87823d8b
app/src/ai/blocklist/action_model/execute/ask_user_question_tests.rs	DIFFERS	b46a3f4c2b1907985d1a88e1dd79ba34f63b8c4e	c5eed0391a24d2117a57d2fbd64f6eeb133cd7df
app/src/ai/blocklist/action_model/execute/call_mcp_tool.rs	DIFFERS	4c563186710daeb6681d57b54ab0a36c1b0a32ac	2b0c1f11abebc5066cd576a3e2fd460fb08938ae
app/src/ai/blocklist/action_model/execute/call_mcp_tool_tests.rs	IDENTICAL	a73f776c3c35599ea9e2ced8e5020e60c75d2991	a73f776c3c35599ea9e2ced8e5020e60c75d2991
app/src/ai/blocklist/action_model/execute/create_documents.rs	DIFFERS	4a5c45bbe698bfe1def64affd80b2fbaf3f92571	40fe68ace3bf04fbf7a721b3a088deea5b84ad17
app/src/ai/blocklist/action_model/execute/edit_documents.rs	DIFFERS	50f43c5f0e5f0f753574cb2fefb580e3f2571d83	ff89aa9c55d1c3d0f627389a82255eda8fb98910
app/src/ai/blocklist/action_model/execute/file_glob.rs	DIFFERS	54bc4aff194295c02b6e5a524744271d5fb4e7b2	af524dbb71e24ae11f675af059d796af175782a5
app/src/ai/blocklist/action_model/execute/file_glob_tests.rs	DIFFERS	348e869e29e4891732dddbb920a7c8cfe9ca4627	8dc7f57cacf9f6e14261dcf2d2458dcb083447d9
app/src/ai/blocklist/action_model/execute/grep.rs	DIFFERS	b48d6f65b2f43d60c1be6be9e7d570f29d898b33	f417c04f63638fa6d1ae794d8361400d3c1b0e85
app/src/ai/blocklist/action_model/execute/grep_tests.rs	DIFFERS	9a23fa403260a5054818c5d68b33ac984cec226a	536886f0d40e447395cddafd40b2d95e02f0c519
app/src/ai/blocklist/action_model/execute/read_documents.rs	DIFFERS	d1f606b5afa315493cff799e0cd58a612b3e6c42	2061de805a5d504386640d318f37a1f3db96b419
app/src/ai/blocklist/action_model/execute/read_documents_test.rs	FORK-ONLY	-	553f158581786ffda2ac5eec053bddae8a5582a6
app/src/ai/blocklist/action_model/execute/read_files.rs	DIFFERS	178bc92e2f1d1b522f03e3e4720c6e9df7462307	5c4d0f64ecef52e1362ae41f7ce0c7389ee6129a
app/src/ai/blocklist/action_model/execute/read_files_tests.rs	FORK-ONLY	-	a27b8549f2a1dd7e6b818cee10b4262e3299fad4
app/src/ai/blocklist/action_model/execute/read_mcp_resource.rs	DIFFERS	c3e599292d2f75edcda33803ba5efd6894f18acd	505e69236e4425befd132928cf32e0e4d6da4c69
app/src/ai/blocklist/action_model/execute/read_skill.rs	DIFFERS	46c438f3349792c5b336373e8ea5dba8965f6a53	208f0e0cc5b1f844657e05b0246f209c61c0a962
app/src/ai/blocklist/action_model/execute/read_skill_tests.rs	DIFFERS	44d36490d53e0ea59e23098aea96ff4747098705	3ccf9ffbdb5fa5626bc86600aeea2af01631fcaf
app/src/ai/blocklist/action_model/execute/request_computer_use.rs	DIFFERS	e2c99bc8d16ff8aa98df1210458c639f53f66c07	bb3f8771d27835415d79ae38cdba54bc761795cf
app/src/ai/blocklist/action_model/execute/request_file_edits/apply_diff_model.rs	DIFFERS	3354f0bee2734a0cc65b0341b8320add4a74b6f2	e2ff47f0907b501505e4ddf589c0404938457f38
app/src/ai/blocklist/action_model/execute/request_file_edits/diff_application.rs	DIFFERS	6836be62597c2d8adf686a1b76c33f6c81ae29a9	357c70e3d69cdc4fac08dbfe274e133554cf6811
app/src/ai/blocklist/action_model/execute/request_file_edits/diff_application_tests.rs	DIFFERS	bb6a8db520dbf35c8360e2905b621598732e5a62	68c40ba75155a3fd265f3a8ed4f7a8a2cd69404c
